As Of Date,Coordinator,Brand,Whse Internal ID,Warehouse,Seller Account,Amazon Store Name,Supplier,Status,PO #,Memo,Date Entered,ESTIMATED READY DATE,PO Line No.,ASIN,SKU,Assembly SKU,Description,Quantity,Cost in USD,Cost in PO Currency,Currency,Estimated Ready Date / ERD,Early Pickup date,Late Pickup Date,Earliest Delivery Date,LATEST DELIVERY DATE,Quantity Received,Quantity on Inbound Shipments,Supplier Shipping Country Code,Supplier Billing Country Code,Supplier Ship From Country Code (From PO),Closed,Custom Form,XPO Integration Status,Outbound Doc Sent to XPO Connect,Send to XPO Connect,ID,Destination Type,INCOTERM,ARN#,FBA Shipment ID#,3PL FCID#
4/17/2025 19:03,,Ranger Ready,3640,Ecometics,,,"Ecometics, Inc.",Partially Received,PO63973,,6/21/2024 8:22,,2,"ECOMETICS cost covers labor, filling, deionized water, preventol",ECOMETICS-235PM,FMS19,"ECOMETICS cost covers labor, filling, deionized water, preventol",15784,1.17,1.17,USD,,,,,,15784,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,E-US-00018,,,,,
4/17/2025 19:03,,Ranger Ready,3640,Ecometics,,,"Ecometics, Inc.",Partially Received,PO63973,,6/21/2024 8:22,,3,"ECOMETICS cost covers labor, filling, PEG, SDA 40B Alcohol, Carbowax",ECOMETICS-100PC,FMS12,"ECOMETICS cost covers labor, filling, PEG, SDA 40B Alcohol, Carbowax",36408,0.73,0.73,USD,,,,,,36408,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,E-US-00018,,,,,
4/17/2025 19:03,,Ranger Ready,3640,Ecometics,,,"Ecometics, Inc.",Partially Received,PO63973,,6/21/2024 8:22,,4,"ECOMETICS cost covers labor, filling, PEG, SDA 40B Alcohol, Carbowax",ECOMETICS,FMS21,"ECOMETICS cost covers labor, filling, PEG, SDA 40B Alcohol, Carbowax",7608,1.01,1.01,USD,,,,,,0,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,E-US-00018,,,,,
4/17/2025 19:03,,Ranger Ready,3640,Ecometics,,,"Ecometics, Inc.",Partially Received,PO63972,,6/21/2024 8:17,,1,"ECOMETICS cost covers labor, filling, deionized water, preventol",ECOMETICS-235PM,FMS20,"ECOMETICS cost covers labor, filling, deionized water, preventol",13480,0.8,0.8,USD,,,,,,13480,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,E-US-00018,,,,,
4/17/2025 19:03,,Ranger Ready,3640,Ecometics,,,"Ecometics, Inc.",Partially Received,PO63972,,6/21/2024 8:17,,2,"ECOMETICS cost covers labor, filling, deionized water, preventol",ECOMETICS-235PM,FMS19,"ECOMETICS cost covers labor, filling, deionized water, preventol",5944,1.17,1.17,USD,,,,,,5944,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,E-US-00018,,,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3640,Ecometics,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63939,,6/18/2024 9:57,2024/8/23,1,N/A,SONATA4OZSILVER,,Sonata 4 oz 24-410 PET bottle Silver,21600,0.245,0.245,USD,8/23/2024,8/24/2024,8/31/2024,9/1/2024,8/30/2024,21600,21600,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63939,,6/18/2024 9:57,2024/8/23,2,N/A,SONATA4OZSILVER,,Sonata 4 oz 24-410 PET bottle Silver,32400,0.245,0.245,USD,8/23/2024,8/24/2024,8/31/2024,9/1/2024,8/30/2024,32400,32400,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,1,Labor for Kitting more than 175u per hour,RR-Kitting_1,SZ-100ML-FBA,Labor for Kitting more than 175u per hour,5520,0.75,0.75,USD,,,,,,5520,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,2,Labor for Kitting more than 175u per hour,RR-Kitting_1,SZ-235ML-FBA,Labor for Kitting more than 175u per hour,6212,0.75,0.75,USD,,,,,,6212,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,3,Labor for Kitting less than 175u per hour,RR-Kitting_2,PERM-710ML-FBA,Labor for Kitting less than 175u per hour,2507,1.15,1.15,USD,,,,,,2507,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,4,Labor for Kitting less than 175u per hour,RR-Kitting_2,COMBO01FBA,Labor for Kitting less than 175u per hour,2944,1.15,1.15,USD,,,,,,2944,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,5,Labor for Kitting less than 175u per hour,RR-Kitting_2,2PAK04-FBA,Labor for Kitting less than 175u per hour,3978,1.15,1.15,USD,,,,,,3978,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,6,Labor for Kitting less than 175u per hour,RR-Kitting_2,PAK01-FBA,Labor for Kitting less than 175u per hour,3744,1.15,1.15,USD,,,,,,3744,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,7,Labor for Kitting more than 175u per hour,RR-Kitting_1,SZ-150ML-FBA,Labor for Kitting more than 175u per hour,1680,0.75,0.75,USD,,,,,,1680,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,9,Labor for Kitting less than 175u per hour,RR-Kitting_2,PAK36FBA,Labor for Kitting less than 175u per hour,1001,1.15,1.15,USD,,,,,,1001,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,10,Labor for Kitting less than 175u per hour,RR-Kitting_2,PAK21FBA,Labor for Kitting less than 175u per hour,1160,1.15,1.15,USD,,,,,,1160,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,11,Labor for Kitting less than 175u per hour,RR-Kitting_2,PAK27-FBA,Labor for Kitting less than 175u per hour,396,1.15,1.15,USD,,,,,,396,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,12,Labor for Kitting more than 175u per hour,RR-Kitting_1,NS-100ML-FBA,Labor for Kitting more than 175u per hour,960,0.75,0.75,USD,,,,,,960,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,14,Labor for Kitting less than 175u per hour,RR-Kitting_2,COMBO02FBA,Labor for Kitting less than 175u per hour,803,1.15,1.15,USD,,,,,,803,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,15,Labor for Kitting less than 175u per hour,RR-Kitting_2,SZ-710ML-FBA,Labor for Kitting less than 175u per hour,621,1.15,1.15,USD,,,,,,621,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,16,Labor for Kitting more than 175u per hour,RR-Kitting_1,NS-235ML-FBA,Labor for Kitting more than 175u per hour,392,0.75,0.75,USD,,,,,,392,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Bill,PO63901,,6/12/2024 12:40,,23,Labor for Kitting more than 175u per hour,RR-Kitting_1,SZ-235ML-FBA,Labor for Kitting more than 175u per hour,4,0.75,0.75,USD,,,,,,4,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",The Hate Stains Co. US,The_Hate_Stains_Co._US,Berlin Packaging LLC,Partially Received,PO63670,Hero Component Order The Hate Stains (4oz Clear Bottles),5/27/2024 19:11,2024/7/10,1,N/A,BOT-4oz-Clear,,4 Oz Standard Bottle) - COMP,403200,0.1029,0.1029,USD,7/10/2024,7/11/2024,7/18/2024,7/19/2024,,403200,403200,US,US,US,NO,Thrasio SC Purchase Order,,,No,B-US-00017,3PL,DAP,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,1,N/A,SONATA8OZSILVER,,Sonata Round 8 oz bottle 24-410 neck - Silver,49050,0.302,0.302,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,49050,49050,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,2,N/A,SONATA24OZORANGE,,Sonata Round 24 oz bottle 28-400 neck - Orange,35200,0.58,0.58,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,35200,35200,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,3,N/A,SONATA8OZORANGE,,Sonata Round 8 oz bottle 24-410 neck - Orange,43600,0.302,0.302,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,43600,43600,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,4,N/A,EURO2WAYBLK100,,"24-410 EUROMIST 2 WAY RIBBED, STOCK BLACK dip tube length 126mm",29000,0.39,0.39,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,29000,29000,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3641,O.Berk,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,5,N/A,28400SOWABLK,,Opus SOWA Racket black trigger spray dip tube length 185mm,50220,0.486,0.486,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,50220,50220,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3640,Ecometics,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,6,N/A,EURO2WAYBLK100,,"24-410 EUROMIST 2 WAY RIBBED, STOCK BLACK dip tube length 126mm",21000,0.39,0.39,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,21000,21000,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3640,Ecometics,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,7,N/A,SONATA8OZORANGE,,Sonata Round 8 oz bottle 24-410 neck - Orange,10900,0.302,0.302,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,10900,10900,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Ranger Ready,3640,Ecometics,Ranger_Ready,Ranger_Ready,O.Berk Company of New England,Pending Bill,PO63626,,5/23/2024 10:43,2024/6/28,8,N/A,SONATA8OZSILVER,,Sonata Round 8 oz bottle 24-410 neck - Silver,5450,0.302,0.302,USD,6/28/2024,6/29/2024,7/6/2024,7/7/2024,7/5/2024,5450,5450,US,US,US,NO,Thrasio SC Purchase Order,,,No,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",,,"Wepackit,Inc.",Pending Bill,PO63522,RTU 1pk Build,5/13/2024 14:06,,1,,HSN-HHB-OsCost-1pack,THS-HHS-RTSHCL-4OZ,Hate Stain Outsourced Cost - 1 pack,12000,0.01,0.01,USD,4/23/2024,,,,,12000,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,W-US-00011,3PL,EXW,,,
4/17/2025 19:03,Kelli Lichthardt,Angry Orange,1236,Chempace,Angry Orange US,Green_Tree_Products,O.Berk Company of New England,Pending Bill,PO63472,May 2024 OTB,5/6/2024 8:56,2024/7/15,1,N/A,AOR-PET-SLHNFS-OR,,128 oz Slant Handle Nyalene F-Style containers Orange-024989,14976,2.1,2.1,USD,7/30/2024,7/31/2024,8/7/2024,8/8/2024,8/9/2024,14976,14976,US,US,US,NO,Thrasio SC Purchase Order,success,Success 2024-07-31 03:19:29 PM GMT,Yes,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Angry Orange,1236,Chempace,Angry Orange US,Green_Tree_Products,O.Berk Company of New England,Pending Bill,PO63472,May 2024 OTB,5/6/2024 8:56,2024/7/15,2,N/A,AOR-PET-SLHNFS-OR,,128 oz Slant Handle Nyalene F-Style containers Orange-024989,14976,2.1,2.1,USD,8/9/2024,8/10/2024,8/17/2024,8/18/2024,8/16/2024,14976,14976,US,US,US,NO,Thrasio SC Purchase Order,success,Success 2024-08-08 12:32:07 PM GMT,Yes,O-US-00007,3PL,FOB,,,
4/17/2025 19:03,Brian Scherer,Stelucca (Amazing Shields),1221,Amazon US,Stelucca (Amazing Shields) US,Stelucca_(Amazing Shields)_US,"Unishine (Shanghai) Industrial Co., Ltd.",Pending Bill,PO63471,APR OTB 2024 US PO,5/6/2024 8:36,2024/7/4,1,B0BN6RV6L4,SAS-PET-CATSCRDERTG-12PK,,12-pack of Stelucca Amazing Shields Cat Scratch Deterrent (bundle of two 6-packs),275,3.89,3.89,USD,9/13/2024,9/14/2024,9/21/2024,9/22/2024,9/2/2024,275,275,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,U-CN-00004,AMZ,EXW,3RKHGVWR,FBA18DPVDGWN,ONT2
4/17/2025 19:03,Brian Scherer,Stelucca (Amazing Shields),1937,Leman - Torrance CA,Stelucca (Amazing Shields) US,Stelucca_(Amazing Shields)_US,"Unishine (Shanghai) Industrial Co., Ltd.",Pending Bill,PO63471,APR OTB 2024 US PO,5/6/2024 8:36,2024/7/4,2,B0BN6RV6L4,SAS-PET-CATSCRDERTG-12PK,,12-pack of Stelucca Amazing Shields Cat Scratch Deterrent (bundle of two 6-packs),725,3.89,3.89,USD,9/20/2024,9/21/2024,9/28/2024,9/29/2024,11/10/2024,725,725,CN,CN,CN,NO,Thrasio SC Purchase Order,success,Success 2024-09-13 02:47:24 PM GMT,Yes,U-CN-00004,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",,,"Wepackit,Inc.",Pending Bill,PO63428,16oz MM Pouch Approved purchase from April OTB,5/3/2024 8:18,2024/5/10,1,,THS-COMP-MC-OsCost-PKG,THS-HOM-MSMTHPCH-FG-16OZ,SealPak Labor cost 5 pack,16758,0.58,0.58,USD,5/10/2024,,,,,16758,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,W-US-00011,3PL,EXW,,,
4/17/2025 19:03,Kelli Lichthardt,Angry Orange,1236,Chempace,Angry Orange US,Green_Tree_Products,"Ambrose Continental, LLC dba Hudson Associates",Partially Received,PO63408,6 week lead time - May OTB,5/2/2024 14:04,2024/6/13,1,N/A,AOR-COMP-PGBTL-32OZ-CLR,,32oz Pistol Grip 50% PCR Clear Bottle 48g,42840,0.318,0.318,USD,6/13/2024,6/14/2024,6/21/2024,6/22/2024,6/18/2024,42840,42840,US,US,US,NO,Thrasio SC Purchase Order,,,No,A-US-00032,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Angry Orange,1236,Chempace,Angry Orange US,Green_Tree_Products,"Ambrose Continental, LLC dba Hudson Associates",Partially Received,PO63408,6 week lead time - May OTB,5/2/2024 14:04,2024/6/13,2,N/A,AOR-COMP-PGBTL-24OZ-CLR,,24oz Pistol Grip 50 PCR Clear Bottle 48g,104720,0.326,0.326,USD,6/13/2024,6/14/2024,6/21/2024,6/22/2024,6/18/2024,104720,104720,US,US,US,NO,Thrasio SC Purchase Order,,,No,A-US-00032,3PL,FOB,,,
4/17/2025 19:03,Kelli Lichthardt,Angry Orange,1236,Chempace,Angry Orange US,Green_Tree_Products,"Ambrose Continental, LLC dba Hudson Associates",Partially Received,PO63408,6 week lead time - May OTB,5/2/2024 14:04,2024/6/13,3,N/A,AOR-COMP-BRBTL24CLR,,24oz Clear Boston Round PET Bottle 50% PCR,69888,0.28,0.28,USD,6/13/2024,6/14/2024,6/21/2024,6/22/2024,6/18/2024,69888,69888,US,US,US,NO,Thrasio SC Purchase Order,,,No,A-US-00032,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,1235,Carrier to UK [Virtual],Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Receipt,PO63321,,4/25/2024 15:19,2024/5/17,1,N/A,CTN1614,,Boldplex Treatment Carton -Canada X002PJEQ87,12100,0.50658069,0.407,GBP,5/17/2024,5/18/2024,5/25/2024,5/26/2024,6/16/2024,0,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",The Hate Stains Co. US,The_Hate_Stains_Co._US,Berlin Packaging LLC,Pending Bill,PO63291,Additional Berlin Triggers order to help feel the need for July Prime,4/18/2024 13:33,2024/4/25,1,N/A,HSN-HHB-RTR-36605,,16oz Ratchet Trigger White 28-410 #36605,56413,0.28,0.28,USD,4/25/2024,4/26/2024,5/3/2024,5/4/2024,,56413,56413,US,US,US,NO,Thrasio SC Purchase Order,,,No,B-US-00017,3PL,DAP,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",The Hate Stains Co. US,The_Hate_Stains_Co._US,Berlin Packaging LLC,Pending Bill,PO63291,Additional Berlin Triggers order to help feel the need for July Prime,4/18/2024 13:33,2024/4/25,2,N/A,HSN-HHB-RTR-36712,,16oz Ratchet Trigger White 28-410 #36712,82470,0.2133,0.2133,USD,4/25/2024,4/26/2024,5/3/2024,5/4/2024,,82470,82470,US,US,US,NO,Thrasio SC Purchase Order,,,No,B-US-00017,3PL,DAP,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",,,"Wepackit,Inc.",Pending Bill,PO63280,RTU Shoe Cleaner 4oz,4/17/2024 7:41,,1,,HSN-HHB-OsCost-3pack,THS-HHS-MSHUCL3-4Z,Hate Stain Outsourced Cost - 3 pack,600,0.94,0.94,USD,4/25/2024,,,,,600,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,W-US-00011,3PL,EXW,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",,,"Wepackit,Inc.",Pending Bill,PO63280,RTU Shoe Cleaner 4oz,4/17/2024 7:41,,2,,HSN-HHB-OsCost-1pack,THS-HHS-RTSHCL-4OZ,Hate Stain Outsourced Cost - 1 pack,5280,0.4,0.4,USD,4/25/2024,,,,,5280,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,W-US-00011,3PL,EXW,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",The Hate Stains Co. US,The_Hate_Stains_Co._US,Winshow Industrial Ltd,Pending Bill,PO63215,Hero MM 4oz Sleeves,4/10/2024 4:15,2024/5/3,1,N/A,SLEEVE-MM-120ml-V4,,New Version August 21 Consolidated item 292540) - COMP,203520,0.011,0.011,USD,5/3/2024,5/4/2024,5/11/2024,5/12/2024,,203520,203520,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,3PL,DAP,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",The Hate Stains Co. US,The_Hate_Stains_Co._US,Winshow Industrial Ltd,Pending Bill,PO63215,Hero MM 4oz Sleeves,4/10/2024 4:15,2024/5/3,2,N/A,SLEEVE-MM-120ml-V4,,New Version August 21 Consolidated item 292540) - COMP,505280,0.011,0.011,USD,5/3/2024,5/4/2024,5/11/2024,5/12/2024,,505280,505280,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,3PL,DAP,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,1,N/A,CTN0611-OWP3,,Component,11080,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,0,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,2,N/A,CTN0619 - OWP,,Bold Uniq Purple Silverising Hair Mask Box 200ml - X001TLAD5H - USA,39574,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,26394,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,3,N/A,FIT008,,Fitment for CTN0611/619 - OWP Mask Cartons,100620,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,33600,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,4,N/A,CTN1756,,Coc10nut Spray Carton - X000N5GPAT - PAN EU,3831,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,3831,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,5,N/A,CTN1016,,Coc10nut Spray Carton - X000N5GPAT - PAN EU,7200,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,0,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,6,N/A,CTN1119,,Boldplex Treatment Carton - X0016DSRAD - PANEU,46400,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,0,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,7,N/A,CTN1155,,Boldplex Shampoo Carton - X002IW2U8J - USA,22400,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,0,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
4/17/2025 19:03,Recardo Broadwater,Bold Uniq,2089,Professional Beauty Systems,Bold Uniq UK,Bold_Uniq_UK,Watsons Packaging,Pending Billing/Partially Received,PO63213,"Dummy PO against goods held at Watson that has been paid for., moving to PBS at later date.",4/9/2024 21:07,2024/6/30,8,N/A,CTN00002 - OWP 3,,Bold Uniq 237ml Shampoo Box - X001RW2LHV - USA Updated OWP Messaging,61200,0,0,GBP,6/30/2024,7/1/2024,7/8/2024,7/9/2024,7/30/2024,38400,,GB,GB,GB,NO,Thrasio SC Purchase Order,,,No,W-UK-00007,3PL,FOB,,,
