As Of Date,Coordinator,Brand,Whse Internal ID,Warehouse,Seller Account,Amazon Store Name,Supplier,Status,PO #,Memo,Date Entered,ESTIMATED READY DATE,PO Line No.,ASIN,SKU,Assembly SKU,Description,Quantity,Cost in USD,Cost in PO Currency,Currency,Estimated Ready Date / ERD,Early Pickup date,Late Pickup Date,Earliest Delivery Date,LATEST DELIVERY DATE,Quantity Received,Quantity on Inbound Shipments,Supplier Shipping Country Code,Supplier Billing Country Code,Supplier Ship From Country Code (From PO),Closed,Custom Form,XPO Integration Status,Outbound Doc Sent to XPO Connect,Send to XPO Connect,ID,Destination Type,INCOTERM,ARN#,FBA Shipment ID#,3PL FCID#
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,22,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6UWVTTYV,FBA18VYY5PCP,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,23,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,4RDBHMJA,FBA18VZ0GJ42,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,24,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,5V1HOB4Y,FBA18VYZLZHS,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,25,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3CBONI2C,FBA18VZ0SCBC,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,26,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6SW2385Y,FBA18VZ145ZJ,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,27,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3D8SI27R,FBA18VYZM1L9,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,28,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,1L2SCMSW,FBA18W2BV3QQ,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,29,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,7M761SKY,FBA18W2C82J6,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,30,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,7ST7PKSA,FBA18W2CC54Q,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,31,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,2URNEKCY,FBA18W2B37TL,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,32,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,31J9G6BY,FBA18W2BR7FB,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,33,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6TUL1CDO,FBA18W2D7MCG,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,34,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,7E1RL4MS,FBA18W2C0KHB,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,1,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,1785,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,1785,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,8PNQBHKM,FBA18VZ69KNG,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,2,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,6I31O8KL,FBA18VNK0C0L,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,3,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,552R2FBQ,FBA18VN60ZFW,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,4,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,74G3OO3R,FBA18VNKX4PV,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,5,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,7YYD6YXM,FBA18VNJLSXN,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,6,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,8TSJ8QWM,FBA18VNKGTB0,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,7,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,66AB5JZA,FBA18VPPB4SJ,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,8,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,6BNPD6TF,FBA18VPN44V1,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,9,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,6B8DN3EW,FBA18VRVM7BP,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,10,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,3PWBEPCC,FBA18VS0PNX3,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,11,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,4VH3YIIX,FBA18VS0142T,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,12,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,26OJSEWS,FBA18VRWYGSY,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,13,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,4Y937KMY,FBA18VRYZRNC,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,14,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,7RHVWPAT,FBA18VXHRKZ3,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,15,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,175K7TGY,FBA18VXLT4HJ,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,16,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,6E84BL7S,FBA18VZ4ZL77,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66738,Purchasing order Feb 2025,3/4/2025 22:31,,17,B01LYC1XSM,BKY-HOK-GPlwK-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow King Pair - v3 Packaging Update,2160,8.43,8.43,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/20/2025,0,2160,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,256YQAFF,FBA18VZ5PXXS,ONT8
4/17/2025 19:03,Lei Shi,ChomChom Roller,1221,Amazon US,ChomChom US,ChomChom_US,Nippon Seal,Pending Receipt,PO66734,,3/4/2025 18:24,,1,B0C2FMZMHP,CCR-PET-ROLVR-BLK,,ChomChom Roller - Black - Variation,40176,3.668,3.668,USD,5/9/2025,5/10/2025,5/17/2025,5/18/2025,7/8/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,N-CN-00071,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66726,Purchasing order Feb 2025,3/4/2025 5:36,,1,B079SJSQXC,DMD-HOK-PrBdSht-CWte,,6 Piece Premium Bed Sheets California King White,372,6.99,6.99,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66726,Purchasing order Feb 2025,3/4/2025 5:36,,2,B00DUG2H2U,DMD-HOK-PlwCse-SCrm,,Egyptian Quality Pillow Case Set Standard Cream,200,1.09,1.09,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66726,Purchasing order Feb 2025,3/4/2025 5:36,,3,B017TB5EVC,DMD-HOK-PlBdSht-TIblu,,Platinum Bed Sheets Twin Artic Ice Blue,204,4.08,4.08,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66726,Purchasing order Feb 2025,3/4/2025 5:36,,4,B0C381QVTR,DMD-HOK-6PBDS-NVY,,6 Piece Premium Bed Sheets Full Navy,204,5.65,5.65,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66726,Purchasing order Feb 2025,3/4/2025 5:36,,5,B079S21WYD,DMD-HOK-PrBdSht-TGry,,4 Piece Premium Bed Sheets Sheets Twin Gray,348,4.26,4.26,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,Ranger_Ready,Ranger_Ready,Winshow Industrial Ltd,Pending Bill,PO66723,,3/4/2025 4:51,,1,N/A,2PAK04-FBA Barcode,,2PAK04-FBA Barcode,15000,0.012,0.012,USD,3/11/2025,3/12/2025,3/19/2025,3/20/2025,3/18/2025,15000,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,,dap,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,Ranger_Ready,Ranger_Ready,Winshow Industrial Ltd,Pending Bill,PO66723,,3/4/2025 4:51,,2,N/A,PAK36-FBA Barcode,,PAK36-FBA Barcode,5000,0.012,0.012,USD,3/11/2025,3/12/2025,3/19/2025,3/20/2025,3/18/2025,5000,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,,dap,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,Ranger_Ready,Ranger_Ready,Winshow Industrial Ltd,Pending Bill,PO66723,,3/4/2025 4:51,,3,N/A,PAK21-FBA Barcode,,PAK21-FBA Barcode,5000,0.012,0.012,USD,3/11/2025,3/12/2025,3/19/2025,3/20/2025,3/18/2025,5000,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,,dap,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,Ranger_Ready,Ranger_Ready,Winshow Industrial Ltd,Pending Bill,PO66723,,3/4/2025 4:51,,4,N/A,2PAK01-FBA Barcode,,2PAK01-FBA Barcode,5000,0.012,0.012,USD,3/11/2025,3/12/2025,3/19/2025,3/20/2025,3/18/2025,5000,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,,dap,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,Ranger_Ready,Ranger_Ready,Winshow Industrial Ltd,Pending Bill,PO66723,,3/4/2025 4:51,,5,N/A,PAK24-FBA Barcode,,PAK24-FBA Barcode,5000,0.012,0.012,USD,3/11/2025,3/12/2025,3/19/2025,3/20/2025,3/18/2025,5000,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00030,,dap,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66707,Purchasing order Feb 2025,3/3/2025 18:30,,1,B00LV4W73W,DMD-HOK-PlBdSht-CGry,,Platinum Bed Sheets California King Gray,204,6.25,6.25,USD,4/13/2025,4/14/2025,4/21/2025,4/22/2025,4/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66707,Purchasing order Feb 2025,3/3/2025 18:30,,2,B00LV4WAZC,DMD-HOK-PlBdSht-FWte,,Platinum Bed Sheets Full White,288,5.07,5.07,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,4/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66707,Purchasing order Feb 2025,3/3/2025 18:30,,3,B079SG29Q1,DMD-HOK-PrBdSht-QCrm,,6 Piece Premium Bed Sheets Queen Crm,540,6.02,6.02,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,4/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66707,Purchasing order Feb 2025,3/3/2025 18:30,,4,B0C3816H53,DMD-HOK-6PBDSQ-NVY,,6 Piece Premium Bed Sheets Queen Navy,444,6.02,6.02,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,4/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66707,Purchasing order Feb 2025,3/3/2025 18:30,,5,B079S9XHMG,DMD-HOK-PrBdSht-FCrm,,6 Piece Premium Bed Sheets Full Cream,204,5.65,5.65,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,4/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
